_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
2089,2089,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,22-08-2023 23:30,0.6
2090,2090,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2023 08:30,4.2
2091,2091,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2023 11:30,1.2
2092,2092,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2023 14:30,4.6
2093,2093,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2023 17:30,5.2
2094,2094,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2023 20:30,1.2
2095,2095,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-09-2023 08:30,16.8
2096,2096,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-09-2023 20:30,3.8
2097,2097,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-09-2023 23:30,2.2
2098,2098,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-09-2023 08:30,29.6
2099,2099,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-09-2023 11:30,15.2
2100,2100,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-09-2023 14:30,4
2101,2101,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-09-2023 11:30,14.2
2102,2102,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,16-09-2023 14:30,1.2
2103,2103,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,16-09-2023 17:30,1.6
2104,2104,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,21-09-2023 17:30,3
2105,2105,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-09-2023 14:30,1
2106,2106,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,17-10-2023 05:30,13
2107,2107,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-11-2023 08:30,2
2108,2108,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-12-2023 08:30,1.4
2109,2109,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-02-2024 08:30,7
2110,2110,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-02-2024 08:30,4.2
2111,2111,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-02-2024 08:30,0.8
2112,2112,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,02-03-2024 08:30,2
2113,2113,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-03-2024 08:30,20.4
2114,2114,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-03-2024 08:30,1.2
2115,2115,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,24-04-2024 08:30,0.8
2116,2116,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-04-2024 08:30,0.4
2117,2117,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-05-2024 08:30,1.8
2118,2118,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-06-2024 08:30,0.3
2119,2119,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-06-2024 08:30,4
2120,2120,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,21-06-2024 20:30,3
2121,2121,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-06-2024 05:30,3.6
2122,2122,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-06-2024 08:30,2.2
2123,2123,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-06-2024 05:30,2
2124,2124,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-07-2024 17:30,0.2
2125,2125,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-07-2024 20:30,1
2126,2126,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-07-2024 08:30,3.2
2127,2127,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-07-2024 11:30,5
2128,2128,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-07-2024 17:30,3.2
2129,2129,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,05-07-2024 14:30,1.6
2130,2130,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-07-2024 17:30,41.6
2131,2131,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-07-2024 14:30,14.2
2132,2132,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,18-07-2024 20:30,24
2133,2133,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,18-07-2024 23:30,25.6
2134,2134,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,21-07-2024 17:30,0.2
2135,2135,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-07-2024 17:30,0.2
2136,2136,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,24-07-2024 08:30,6
2137,2137,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,24-07-2024 11:30,1
2138,2138,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-07-2024 08:30,20.6
2139,2139,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,31-07-2024 20:30,25.6
2140,2140,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-08-2024 05:30,30.2
2141,2141,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-08-2024 17:30,12.2
2142,2142,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-08-2024 23:30,19.2
2143,2143,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-08-2024 02:30,2
2144,2144,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-08-2024 08:30,2
2145,2145,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-08-2024 11:30,1.2
2146,2146,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-08-2024 05:30,1
2147,2147,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-08-2024 08:30,13.4
2148,2148,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-08-2024 20:30,11.2
2149,2149,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-08-2024 05:30,4.4
2150,2150,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-08-2024 20:30,19.2
2151,2151,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-08-2024 23:30,1.8
2152,2152,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,17-08-2024 20:30,2.2
2153,2153,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,19-08-2024 17:30,9
2154,2154,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,21-08-2024 17:30,1
2155,2155,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2024 08:30,0.8
2156,2156,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2024 11:30,8.2
2157,2157,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-08-2024 17:30,2
2158,2158,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-08-2024 08:30,3
2159,2159,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-08-2024 20:30,4
2160,2160,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-08-2024 08:30,5
2161,2161,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-08-2024 20:30,14
2162,2162,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-08-2024 05:30,4.2
2163,2163,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-08-2024 08:30,30.6
2164,2164,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-08-2024 14:30,16.6
2165,2165,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-09-2024 02:30,2
2166,2166,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-09-2024 08:30,3.4
2167,2167,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-09-2024 17:30,5.8
2168,2168,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-09-2024 08:30,23
2169,2169,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-09-2024 11:30,1
2170,2170,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-09-2024 14:30,1
2171,2171,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-09-2024 17:30,44.4
2172,2172,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-09-2024 08:30,3.6
2173,2173,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-09-2024 14:30,2
2174,2174,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-09-2024 08:30,1
2175,2175,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-09-2024 11:30,2
2176,2176,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-09-2024 14:30,0.2
2177,2177,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-09-2024 20:30,2.2
2178,2178,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-09-2024 11:30,4.6
2179,2179,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-09-2024 23:30,5
2180,2180,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 05:30,22.2
2181,2181,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 08:30,8.8
2182,2182,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 11:30,2.6
2183,2183,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 14:30,3.2
2184,2184,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 17:30,65
2185,2185,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 20:30,1.2
2186,2186,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-09-2024 23:30,1
2187,2187,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-09-2024 08:30,10
2188,2188,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-09-2024 14:30,18.4
2189,2189,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-09-2024 17:30,17
2190,2190,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-09-2024 20:30,19.2
2191,2191,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-09-2024 11:30,3.6
2192,2192,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,17-09-2024 17:30,3.2
2193,2193,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,18-09-2024 11:30,1
2194,2194,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,18-09-2024 14:30,5
2195,2195,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,18-09-2024 17:30,9.2
2196,2196,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,19-09-2024 08:30,0.8
2197,2197,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-09-2024 17:30,2
2198,2198,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-12-2024 08:30,10.2
2199,2199,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-01-2025 08:30,6.6
2200,2200,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,16-01-2025 08:30,1.6
2201,2201,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-01-2025 08:30,4.4
2202,2202,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,20-02-2025 08:30,2
2203,2203,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-03-2025 08:30,8.4
2204,2204,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,11-04-2025 08:30,2
2205,2205,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-04-2025 08:30,1.5
2206,2206,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,02-05-2025 08:30,15.2
2207,2207,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,05-05-2025 08:30,1
2208,2208,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,08-05-2025 08:30,3.6
2209,2209,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-05-2025 08:30,8.4
2210,2210,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,22-05-2025 08:30,9.2
2211,2211,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-05-2025 08:30,28.4
2212,2212,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,26-05-2025 08:30,9.2
2213,2213,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-05-2025 08:30,10.2
2214,2214,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-06-2025 02:30,1
2215,2215,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-06-2025 08:30,2.6
2216,2216,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-06-2025 20:30,2.8
2217,2217,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-06-2025 23:30,1.2
2218,2218,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-06-2025 08:30,33.6
2219,2219,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,20-06-2025 17:30,3.2
2220,2220,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,22-06-2025 17:30,7
2221,2221,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-06-2025 17:30,1.2
