_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
2222,2222,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-06-2025 14:30,33
2223,2223,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-06-2025 20:30,3.2
2224,2224,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-06-2025 08:30,1.4
2225,2225,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-06-2025 11:30,0.6
2226,2226,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-06-2025 20:30,15
2227,2227,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-06-2025 23:30,5.2
2228,2228,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-07-2025 20:30,6.4
2229,2229,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-07-2025 05:30,5
2230,2230,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-07-2025 08:30,18
2231,2231,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-07-2025 11:30,5.6
2232,2232,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-07-2025 23:30,16.2
2233,2233,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-07-2025 02:30,0.8
2234,2234,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-07-2025 11:30,8.4
2235,2235,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,10-07-2025 14:30,0.6
2236,2236,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-07-2025 17:30,3.2
2237,2237,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,13-07-2025 20:30,46.2
2238,2238,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-07-2025 20:30,17.6
2239,2239,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-07-2025 23:30,3
2240,2240,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-07-2025 02:30,1
2241,2241,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-07-2025 17:30,4.2
2242,2242,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,16-07-2025 14:30,2
2243,2243,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,22-07-2025 14:30,20.4
2244,2244,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-07-2025 08:30,35
2245,2245,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-07-2025 11:30,65
2246,2246,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-07-2025 14:30,5.6
2247,2247,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-07-2025 17:30,7.4
2248,2248,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,28-07-2025 17:30,20.2
2249,2249,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-07-2025 08:30,40.4
2250,2250,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-07-2025 11:30,49.8
2251,2251,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,29-07-2025 14:30,53.4
2252,2252,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-07-2025 17:30,3
2253,2253,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,30-07-2025 20:30,42.8
2254,2254,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,31-07-2025 08:30,16
2255,2255,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,31-07-2025 17:30,55.4
2256,2256,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-08-2025 05:30,0.6
2257,2257,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-08-2025 08:30,85.6
2258,2258,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-08-2025 11:30,18.8
2259,2259,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-08-2025 08:30,2
2260,2260,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-08-2025 20:30,3.2
2261,2261,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,05-08-2025 20:30,9.8
2262,2262,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-08-2025 05:30,15.8
2263,2263,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-08-2025 08:30,23.4
2264,2264,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,09-08-2025 11:30,65.4
2265,2265,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,12-08-2025 08:30,12
2266,2266,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-08-2025 08:30,7.2
2267,2267,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,14-08-2025 11:30,5.2
2268,2268,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,15-08-2025 14:30,17.2
2269,2269,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2025 17:30,2.4
2270,2270,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,23-08-2025 20:30,7.2
2271,2271,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-08-2025 08:30,15
2272,2272,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,25-08-2025 14:30,6.4
2273,2273,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-08-2025 11:30,16.8
2274,2274,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,27-08-2025 14:30,3.2
2275,2275,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-09-2025 14:30,8.2
2276,2276,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-09-2025 17:30,6
2277,2277,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-09-2025 20:30,5.2
2278,2278,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,01-09-2025 23:30,40
2279,2279,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,02-09-2025 02:30,15
2280,2280,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,02-09-2025 05:30,20.2
2281,2281,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,02-09-2025 17:30,1.4
2282,2282,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-09-2025 14:30,2.2
2283,2283,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,03-09-2025 17:30,4.8
2284,2284,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-09-2025 08:30,4.6
2285,2285,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,04-09-2025 17:30,4
2286,2286,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,05-09-2025 20:30,12.4
2287,2287,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-09-2025 17:30,1
2288,2288,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,17-09-2025 14:30,19.2
2289,2289,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-10-2025 14:30,4.2
2290,2290,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-10-2025 17:30,0.1
2291,2291,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,06-10-2025 20:30,2
2292,2292,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-10-2025 02:30,4
2293,2293,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-10-2025 05:30,15.2
2294,2294,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-10-2025 08:30,24.8
2295,2295,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-10-2025 20:30,1
2296,2296,Mohna,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,-,-,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.22361111,77.45583333,07-10-2025 23:30,4.2
2297,2297,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,04-01-2021 08:30,8.4
2298,2298,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,06-01-2021 08:30,4.2
2299,2299,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,12-05-2021 08:30,3.2
2300,2300,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,15-05-2021 08:30,4.5
2301,2301,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,19-05-2021 08:30,6.2
2302,2302,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,20-05-2021 08:30,5.3
2303,2303,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,21-05-2021 08:30,2.4
2304,2304,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,25-06-2021 08:30,2
2305,2305,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,19-07-2021 08:30,38.2
2306,2306,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,20-07-2021 08:30,25.4
2307,2307,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,28-07-2021 08:30,75.6
2308,2308,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,31-07-2021 08:30,20.4
2309,2309,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,01-08-2021 08:30,38.6
2310,2310,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,22-08-2021 08:30,70.6
2311,2311,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,01-09-2021 08:30,80.4
2312,2312,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,02-09-2021 08:30,40.8
2313,2313,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,05-09-2021 08:30,60.8
2314,2314,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,12-09-2021 08:30,30.6
2315,2315,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,17-09-2021 08:30,4.4
2316,2316,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,18-10-2021 08:30,25.4
2317,2317,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,06-01-2022 08:30,4
2318,2318,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,08-01-2022 08:30,6.4
2319,2319,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,09-01-2022 08:30,20
2320,2320,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,23-01-2022 08:30,10.2
2321,2321,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,09-02-2022 08:30,6.4
2322,2322,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,26-02-2022 08:30,2
2323,2323,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,23-04-2022 08:30,8.4
2324,2324,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,28-04-2022 08:30,32.6
2325,2325,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,23-05-2022 08:30,8.4
2326,2326,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,28-05-2022 08:30,32.6
2327,2327,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,13-06-2022 08:30,20
2328,2328,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,17-06-2022 08:30,26.4
2329,2329,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,18-06-2022 08:30,54.6
2330,2330,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,29-06-2022 08:30,4
2331,2331,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,03-07-2022 08:30,6.4
2332,2332,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,13-07-2022 08:30,6.4
2333,2333,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,17-07-2022 08:30,4.4
2334,2334,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,27-07-2022 08:30,8.4
2335,2335,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,28-07-2022 08:30,12.6
2336,2336,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,30-07-2022 08:30,25.2
2337,2337,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,04-08-2022 08:30,4
2338,2338,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,06-08-2022 08:30,5.4
2339,2339,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,07-08-2022 08:30,70.2
2340,2340,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,18-08-2022 08:30,4
2341,2341,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,22-08-2022 08:30,3
2342,2342,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,15-09-2022 08:30,8.4
2343,2343,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,16-09-2022 08:30,3.2
2344,2344,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,21-09-2022 08:30,8.6
2345,2345,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,22-09-2022 08:30,18.2
2346,2346,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,23-09-2022 08:30,64
2347,2347,Piprauli,CWC,6,Haryana,604,Nuh,FEROZPUR JHIRKA,-,-,Ganga,Ganga,Yamuna,Ujjina(U.D.D),-,Ujjina(U.D.D),27.82805556,77.15805556,24-09-2022 08:30,24.2
