SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
15991,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-01-2008 06:00,12.31
15992,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2008 06:00,12.86
15993,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,25-08-2008 06:00,17.86
15994,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2008 06:00,15.26
15995,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2009 06:00,14.91
15996,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,25-08-2009 06:00,18.79
15997,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2009 06:00,14.84
15998,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-01-2010 06:00,14.56
15999,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2010 06:00,16.46
16000,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,25-08-2010 06:00,23.3
16001,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2010 06:00,14.01
16002,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-01-2011 06:00,13.02
16003,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2011 06:00,13.78
16004,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,25-08-2011 06:00,15.78
16005,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2011 06:00,13.52
16006,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-01-2012 06:00,14.7
16007,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2012 06:00,22.76
16008,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2013 06:00,15.37
16009,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2013 06:00,14.35
16010,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2014 06:00,14.9
16011,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2014 06:00,14.75
16012,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2015 06:00,23.08
16013,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2015 06:00,15.11
16014,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2016 06:00,16.41
16015,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2016 06:00,16.62
16016,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,15-05-2017 06:00,22.34
16017,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,05-11-2017 06:00,19.43
16018,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,01-01-2018 06:00,24.13
16019,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,01-05-2018 06:00,24.42
16020,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,01-06-2018 00:00,24.42
16021,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,20-08-2018 00:00,24.35
16022,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,20-10-2018 00:00,23.8
16023,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,01-01-2019 06:00,16.66
16024,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,20-05-2019 06:00,25.5
16025,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,01-06-2019 06:00,25.5
16026,Karnal D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Karnal D,-,-,-,-,-,-,29.68333333,76.95000000,,30-11-2020 00:00,24.23
16027,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-1996 06:00,11.62
16028,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-1996 06:00,7.72
16029,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-1996 06:00,7.37
16030,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-1997 06:00,8.42
16031,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-1997 06:00,9.29
16032,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-1997 06:00,7.71
16033,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-1997 06:00,9.34
16034,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-1998 06:00,10.8
16035,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-1998 06:00,10.47
16036,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-1998 06:00,9.19
16037,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-1998 06:00,7.64
16038,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-1999 06:00,7.91
16039,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-1999 06:00,5.48
16040,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-1999 06:00,6.3
16041,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2000 06:00,8.47
16042,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2000 06:00,7.1
16043,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2000 06:00,8.35
16044,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2000 06:00,6.99
16045,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2001 06:00,9.86
16046,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2001 06:00,11.27
16047,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2001 06:00,9.08
16048,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2001 06:00,10.5
16049,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2002 06:00,11.51
16050,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2002 06:00,11.87
16051,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2002 06:00,9.81
16052,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2003 06:00,14.53
16053,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2003 06:00,10.74
16054,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2003 06:00,6.33
16055,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2003 06:00,7.58
16056,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2004 06:00,9.03
16057,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2004 06:00,10.3
16058,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2004 06:00,9.98
16059,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2004 06:00,9.72
16060,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2005 06:00,11.93
16061,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2005 06:00,10.68
16062,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2006 06:00,10.38
16063,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2006 06:00,12.2
16064,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2006 06:00,8.13
16065,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2006 06:00,9.54
16066,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2007 06:00,11.13
16067,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2007 06:00,11.78
16068,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2007 06:00,11.18
16069,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2007 06:00,11.08
16070,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2008 06:00,13.23
16071,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2008 06:00,12.48
16072,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2008 06:00,9.29
16073,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2008 06:00,8.98
16074,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2009 06:00,12.58
16075,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2009 06:00,11.28
16076,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2009 06:00,13.37
16077,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2009 06:00,10.96
16078,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2010 06:00,12.2
16079,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2010 06:00,12.24
16080,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2010 06:00,7.26
16081,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2010 06:00,7.12
16082,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2011 06:00,7.95
16083,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2011 06:00,8.29
16084,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2011 06:00,8.44
16085,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2011 06:00,8.38
16086,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2012 06:00,11.23
16087,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2012 06:00,8.98
16088,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2013 06:00,11.65
16089,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2013 06:00,8.95
16090,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-01-2014 06:00,9.6
16091,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2014 06:00,10.18
16092,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2014 06:00,11.16
16093,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2015 06:00,11.72
16094,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2015 06:00,11.97
16095,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2016 06:00,12.38
16096,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2016 06:00,11.31
16097,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,15-05-2017 06:00,14.18
16098,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,05-11-2017 06:00,14.04
16099,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-01-2018 06:00,14.95
16100,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-05-2018 06:00,13.85
16101,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-06-2018 00:00,13.85
16102,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,20-08-2018 00:00,12.38
16103,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,20-10-2018 00:00,12.14
16104,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-11-2018 00:00,12.14
16105,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,20-05-2019 06:00,12.44
16106,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-06-2019 06:00,12.44
16107,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,20-08-2019 06:00,12.12
16108,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,01-11-2019 06:00,12.73
16109,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,25-08-2020 00:00,12.72
16110,Karnawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Karnawas,-,-,-,-,-,-,28.12916667,76.60416667,,30-11-2020 00:00,12.84
16111,Karoli-DW,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Karoli,-,-,-,-,-,-,28.38555556,76.33888889,,15-05-2015 06:00,11.95
16112,Karoli-DW,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Karoli,-,-,-,-,-,-,28.38555556,76.33888889,,05-11-2015 06:00,12.85
16113,Karsindhu-Dw,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Karsindhu,-,-,-,-,-,-,29.50250000,76.22666667,,05-01-2017 06:00,25.1
16114,Karsindhu-Dw,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Karsindhu,-,-,-,-,-,-,29.50250000,76.22666667,,01-06-2018 00:00,26.4
16115,Karsindhu-Dw,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Karsindhu,-,-,-,-,-,-,29.50250000,76.22666667,,20-10-2018 00:00,24.8
16116,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,05-01-2015 06:00,3.5
16117,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,15-05-2015 06:00,3.7
16118,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,05-11-2015 06:00,3.4
16119,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,05-01-2017 06:00,3.9
16120,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,20-10-2018 00:00,3.7
16121,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,20-05-2019 06:00,3.4
16122,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,01-06-2019 06:00,3.4
16123,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,01-11-2019 06:00,2.5
16124,Karsola-DW,CGWB,6,Haryana,65,JIND,JULANA,JULANA,Karsola,-,-,-,-,-,-,29.13916667,76.41416667,,10-01-2020 00:00,4
16125,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2000 06:00,25.94
16126,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2000 06:00,25.8
16127,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2001 06:00,25.84
16128,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2001 06:00,27
16129,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2001 06:00,27.7
16130,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2001 06:00,30.3
16131,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2002 06:00,27.3
16132,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2002 06:00,27.61
16133,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2002 06:00,27.89
16134,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2003 06:00,28.22
16135,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2003 06:00,28.7
16136,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2003 06:00,24.8
16137,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2003 06:00,37.1
16138,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2004 06:00,26.9
16139,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2004 06:00,27.9
16140,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2004 06:00,29
16141,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2004 06:00,27.8
16142,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2005 06:00,28.1
16143,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2005 06:00,28.4
16144,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2005 06:00,27.65
16145,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2005 06:00,28.98
16146,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2006 06:00,29.35
16147,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2006 06:00,29
16148,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2006 06:00,30.19
16149,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2006 06:00,29.56
16150,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2007 06:00,29.6
