SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
31526,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-1999 06:00,5.79
31527,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-1999 06:00,6.1
31528,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-1999 06:00,5.62
31529,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2000 06:00,5.65
31530,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2000 06:00,5.9
31531,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2000 06:00,5.6
31532,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2000 06:00,5.7
31533,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2001 06:00,5.9
31534,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2001 06:00,6.62
31535,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2001 06:00,5.32
31536,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2001 06:00,5.27
31537,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2002 06:00,5.47
31538,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2002 06:00,5.9
31539,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2002 06:00,5.92
31540,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2002 06:00,5.75
31541,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2003 06:00,5.82
31542,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2003 06:00,6.34
31543,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2003 06:00,4.47
31544,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2003 06:00,4.68
31545,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2004 06:00,4.87
31546,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2004 06:00,4.96
31547,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2004 06:00,3.83
31548,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2004 06:00,4.2
31549,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2005 06:00,4.38
31550,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2005 06:00,4.55
31551,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2005 06:00,4.4
31552,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2005 06:00,4.2
31553,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2006 06:00,4.21
31554,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2006 06:00,4.71
31555,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2006 06:00,4.38
31556,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2006 06:00,4.72
31557,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2007 06:00,4.89
31558,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2007 06:00,4.9
31559,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2007 06:00,4.67
31560,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2007 06:00,4.63
31561,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2008 06:00,4.61
31562,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2008 06:00,5.14
31563,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2008 06:00,2.65
31564,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2008 06:00,3
31565,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2009 06:00,3.16
31566,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2009 06:00,4.01
31567,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2009 06:00,4.52
31568,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2009 06:00,3.85
31569,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2010 06:00,3.79
31570,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2010 06:00,4.78
31571,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2010 06:00,4.5
31572,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2010 06:00,4.05
31573,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2011 06:00,3.8
31574,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2011 06:00,4.14
31575,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2011 06:00,3.69
31576,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2012 06:00,4.32
31577,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2012 06:00,3.55
31578,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2013 06:00,4.72
31579,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2013 06:00,3.34
31580,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2014 06:00,3.3
31581,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2014 06:00,3.41
31582,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2014 06:00,3.35
31583,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2014 06:00,3.41
31584,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-01-2015 06:00,3.15
31585,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2015 06:00,3.25
31586,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2015 06:00,3.5
31587,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2015 06:00,3.76
31588,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2016 06:00,3.57
31589,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2016 06:00,2.55
31590,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2016 06:00,2.65
31591,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,15-05-2017 06:00,3.18
31592,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2017 06:00,1.3
31593,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,05-11-2017 06:00,1.5
31594,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-01-2018 06:00,1.77
31595,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-05-2018 06:00,2.9
31596,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-06-2018 00:00,2.9
31597,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,20-08-2018 00:00,1.36
31598,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,20-10-2018 00:00,1.28
31599,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-11-2018 00:00,1.28
31600,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-01-2019 06:00,1.4
31601,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,20-05-2019 06:00,2.45
31602,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,20-08-2019 06:00,1.83
31603,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,01-11-2019 06:00,1.9
31604,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,10-01-2020 00:00,1.81
31605,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,25-08-2020 00:00,1.17
31606,Sui,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Sui,-,-,-,-,-,-,28.85694444,76.06666667,,30-11-2020 00:00,2.2
31607,Sukhchain-DW,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Sukhchain,-,-,-,-,-,-,29.77777778,75.03611111,,15-05-2015 06:00,9.14
31608,Sukhchain-DW,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Sukhchain,-,-,-,-,-,-,29.77777778,75.03611111,,05-11-2015 06:00,8.08
31609,Sukhchain-DW,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Sukhchain,-,-,-,-,-,-,29.77777778,75.03611111,,05-01-2017 06:00,9.14
31610,Sukhchain-DW,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Sukhchain,-,-,-,-,-,-,29.77777778,75.03611111,,01-06-2018 00:00,10
31611,Sukhchain-DW,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Sukhchain,-,-,-,-,-,-,29.77777778,75.03611111,,20-10-2018 00:00,10
31612,Sunarain Dhanani-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,BABAIN,Sunarain Dhanani,-,-,-,-,-,-,30.10277778,76.98888889,,05-01-2017 06:00,40.86
31613,Sunarain Dhanani-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,BABAIN,Sunarain Dhanani,-,-,-,-,-,-,30.10277778,76.98888889,,01-06-2018 00:00,42.61
31614,Sunarain Dhanani-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,BABAIN,Sunarain Dhanani,-,-,-,-,-,-,30.10277778,76.98888889,,20-10-2018 00:00,43.55
31615,Sundana-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Sundana,-,-,-,-,-,-,28.78055556,76.52777778,,05-01-2015 06:00,1.23
31616,Sundana-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Sundana,-,-,-,-,-,-,28.78055556,76.52777778,,15-05-2015 06:00,4.51
31617,Sundana-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Sundana,-,-,-,-,-,-,28.78055556,76.52777778,,05-11-2015 06:00,1.41
31618,Sundana-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Sundana,-,-,-,-,-,-,28.78055556,76.52777778,,01-06-2018 00:00,0.71
31619,Sundana-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Sundana,-,-,-,-,-,-,28.78055556,76.52777778,,20-10-2018 00:00,0.81
31620,Sunder Pur-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Sunder Pur,-,-,-,-,-,-,29.96000000,76.86416667,,05-01-2017 06:00,37.4
31621,Sunder Pur-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Sunder Pur,-,-,-,-,-,-,29.96000000,76.86416667,,01-06-2018 00:00,39.49
31622,Sunder Pur-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Sunder Pur,-,-,-,-,-,-,29.96000000,76.86416667,,20-10-2018 00:00,40.58
31623,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-1996 06:00,13.99
31624,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-1996 06:00,13.91
31625,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-1996 06:00,13.68
31626,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-1996 06:00,13.75
31627,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-1997 06:00,14.46
31628,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-1997 06:00,4.34
31629,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-1997 06:00,14.29
31630,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-1997 06:00,14.01
31631,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-1998 06:00,13.82
31632,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-1998 06:00,12.44
31633,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-1998 06:00,14.13
31634,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-1998 06:00,14.01
31635,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-1999 06:00,14.01
31636,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-1999 06:00,14.13
31637,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-1999 06:00,14.16
31638,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-1999 06:00,16.24
31639,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2000 06:00,14.46
31640,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2000 06:00,14.81
31641,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2000 06:00,14.41
31642,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2000 06:00,13.41
31643,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2001 06:00,14.51
31644,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2001 06:00,14.26
31645,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2001 06:00,18.61
31646,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2002 06:00,13.88
31647,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2002 06:00,14.27
31648,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2002 06:00,14.11
31649,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2002 06:00,15.14
31650,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2003 06:00,14.31
31651,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2003 06:00,14.44
31652,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2003 06:00,13.67
31653,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2003 06:00,13.53
31654,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2004 06:00,13.94
31655,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2004 06:00,14.08
31656,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2004 06:00,13.78
31657,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2004 06:00,13.81
31658,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2005 06:00,14.01
31659,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2005 06:00,14.11
31660,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2005 06:00,13.73
31661,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2005 06:00,13.76
31662,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2006 06:00,13.87
31663,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2006 06:00,13.89
31664,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2006 06:00,13.58
31665,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2006 06:00,14.19
31666,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2007 06:00,13.77
31667,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2007 06:00,13.48
31668,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2007 06:00,13.46
31669,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2007 06:00,13.41
31670,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2008 06:00,13.61
31671,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2008 06:00,13.74
31672,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2008 06:00,13.11
31673,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2008 06:00,13.11
31674,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2009 06:00,13.31
31675,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2009 06:00,13.43
31676,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,25-08-2009 06:00,13.31
31677,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2009 06:00,13.66
31678,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-01-2010 06:00,14.03
31679,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,15-05-2010 06:00,14.23
31680,Sungarpur,CGWB,6,Haryana,59,BHIWANI,BHIWANI,KAIRU,Sungarpur,-,-,-,-,-,-,28.74166667,75.92500000,,05-11-2010 06:00,13.31
