_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
155,155,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,30-11-2021 06:00,2.18
156,156,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,30-01-2022 07:00,2.04
157,157,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,20-05-2022 06:00,5.7
158,158,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-08-2022 06:00,0.28
159,159,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-11-2022 06:00,2.1
160,160,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-01-2023 00:00,2.3
161,161,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-06-2023 00:00,3.1
162,162,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,20-08-2023 00:00,1.29
163,163,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-11-2023 00:00,2.19
164,164,Badala,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Badala,-,-,-,-,-,-,28.75694444,76.25416667,,01-01-2024 00:00,2.83
165,165,Badarpur-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,LADWA,Badarpur,-,-,-,-,-,-,29.96027778,77.09527778,,20-05-2022 06:00,16.47
166,166,Badchappar,CGWB,6,Haryana,63,HISAR,HANSI,BASS,Badchappar,-,-,-,-,-,-,29.11666667,76.30555556,,20-05-2022 06:00,2.55
167,167,Badesara-PZ,CGWB,6,Haryana,701,Charkhi Dadri,BADHRA,BADHRA,Badesara,-,-,-,-,-,-,28.92472222,76.20888889,,20-05-2022 06:00,76.67
168,168,Badhra-Pz,CGWB,6,Haryana,701,Charkhi Dadri,BADHRA,BADHRA,Badhra,-,-,-,-,-,-,28.49166667,75.875,,20-05-2022 06:00,72
169,169,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,10-01-2021 00:00,2.51
170,170,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,30-11-2021 06:00,2.82
171,171,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,30-01-2022 07:00,1.01
172,172,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,20-05-2022 06:00,2
173,173,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-08-2022 06:00,0.35
174,174,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-11-2022 06:00,0.11
175,175,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-01-2023 00:00,0.31
176,176,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-06-2023 00:00,5.01
177,177,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,20-08-2023 00:00,1.18
178,178,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-11-2023 00:00,1.3
179,179,Badopal,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.44583333,75.55,,01-01-2024 00:00,2.16
180,180,Badopal S,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.4156,75.5438,2.9,20-08-2023 00:00,5.07
181,181,Badopal S,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Badopal,-,-,-,-,-,-,29.4156,75.5438,2.9,01-11-2023 00:00,5.4
182,182,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,10-01-2021 00:00,8.01
183,183,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,31-08-2021 06:00,8.23
184,184,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,30-11-2021 06:00,6.2
185,185,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,30-01-2022 07:00,6.65
186,186,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,20-05-2022 06:00,7.95
187,187,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,01-08-2022 06:00,9.16
188,188,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,01-11-2022 06:00,4.85
189,189,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,01-01-2023 00:00,9.83
190,190,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,20-08-2023 00:00,9.05
191,191,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,01-11-2023 00:00,8.4
192,192,Badraun,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Badraun,-,-,-,-,-,-,28.19444444,77.37777778,,01-01-2024 00:00,8.93
193,193,Badsahapur Ew,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Badsahapur Ew,-,-,-,-,-,-,28.38,77.04444444,,20-05-2022 06:00,28.6
194,194,Badson- PZ,CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Badson,-,-,-,-,-,-,29.92055556,76.96722222,,20-05-2022 06:00,31.51
195,195,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,10-01-2021 00:00,2.02
196,196,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,31-08-2021 06:00,4.4
197,197,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,30-11-2021 06:00,0.91
198,198,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,30-01-2022 07:00,0.85
199,199,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,20-05-2022 06:00,14.65
200,200,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-08-2022 06:00,0.7
201,201,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-11-2022 06:00,0.62
202,202,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-01-2023 00:00,0.5
203,203,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-06-2023 00:00,2.33
204,204,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-11-2023 00:00,0.65
205,205,Baghaula,CGWB,6,Haryana,619,Palwal,PALWAL,PALWAL,Baghaula,-,-,-,-,-,-,28.22083333,77.30833333,,01-01-2024 00:00,3.67
206,206,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,10-01-2021 00:00,1.57
207,207,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,31-08-2021 06:00,2.4
208,208,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,30-01-2022 07:00,1.35
209,209,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,20-05-2022 06:00,1.92
210,210,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,01-08-2022 06:00,1.47
211,211,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,01-11-2022 06:00,1.7
212,212,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,01-01-2023 00:00,1.75
213,213,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,20-08-2023 00:00,2.83
214,214,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,01-11-2023 00:00,3
215,215,Bagoa,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Bagoa,-,-,-,-,-,-,28.67222222,76.43055556,,01-01-2024 00:00,2.52
216,216,Bagru-DW,CGWB,6,Haryana,75,SONIPAT,SONIPAT,SONEPAT,Bagru,-,-,-,-,-,-,28.99,76.93555556,,20-05-2022 06:00,5
217,217,Baholi-Pz,CGWB,6,Haryana,71,PANIPAT,PANIPAT,MADLAUDA,Baholi-Pz,-,-,-,-,-,-,29.47916667,76.89916667,,20-05-2022 06:00,14.1
218,218,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,10-01-2021 00:00,4.93
219,219,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,31-08-2021 06:00,3.13
220,220,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,30-11-2021 06:00,2.85
221,221,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,30-01-2022 07:00,2.7
222,222,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,20-05-2022 06:00,9.23
223,223,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,01-08-2022 06:00,3.45
224,224,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,01-11-2022 06:00,2.9
225,225,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,01-01-2023 00:00,5.57
226,226,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,01-06-2023 00:00,2.97
227,227,Bahoriyan-Dw,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Bahoriyan-Dw,-,-,-,-,-,-,30.77888889,76.93805556,,01-01-2024 00:00,4.85
228,228,Bahu,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Bahu,-,-,-,-,-,-,28.43611111,76.31666667,,30-01-2022 07:00,19.5
229,229,Bahu,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Bahu,-,-,-,-,-,-,28.43611111,76.31666667,,20-05-2022 06:00,13.96
230,230,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,10-01-2021 00:00,13.57
231,231,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,31-08-2021 06:00,15.58
232,232,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,30-11-2021 06:00,13.82
233,233,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,30-01-2022 07:00,13.88
234,234,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,20-05-2022 06:00,13.5
235,235,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-08-2022 06:00,13.62
236,236,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-11-2022 06:00,13.63
237,237,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-01-2023 00:00,13.57
238,238,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-06-2023 00:00,13.68
239,239,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,20-08-2023 00:00,13.47
240,240,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-11-2023 00:00,13.55
241,241,Bajina,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Bajina,-,-,-,-,-,-,28.76527778,75.98305556,,01-01-2024 00:00,13.87
242,242,Bakali-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,LADWA,Bakali,-,-,-,-,-,-,30.01527778,77.065,,20-05-2022 06:00,43.95
243,243,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,10-01-2021 00:00,1.54
244,244,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,31-08-2021 06:00,1.5
245,245,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,30-11-2021 06:00,0.81
246,246,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,30-01-2022 07:00,1.24
247,247,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,20-05-2022 06:00,1.23
248,248,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-08-2022 06:00,1.65
249,249,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-11-2022 06:00,1.12
250,250,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-01-2023 00:00,0.89
251,251,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-06-2023 00:00,1.14
252,252,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,20-08-2023 00:00,1.09
253,253,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-11-2023 00:00,0.71
254,254,Balana,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Balana,-,-,-,-,-,-,30.32083333,76.72916667,,01-01-2024 00:00,0.84
255,255,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,10-01-2021 00:00,2.22
256,256,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,31-08-2021 06:00,1.15
257,257,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,30-01-2022 07:00,1.77
258,258,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,20-05-2022 06:00,1.17
259,259,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,01-10-2022 00:00,4.69
260,260,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,01-11-2022 06:00,1.85
261,261,Baland,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Baland,-,-,-,-,-,-,28.8,76.58333333,,01-01-2024 00:00,4.78
262,262,Balawas,CGWB,6,Haryana,72,REWARI,BAWAL,BAWAL,Balawas,-,-,-,-,-,-,28.10416667,76.52916667,,20-05-2022 06:00,11.31
263,263,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,10-01-2021 00:00,12.3
264,264,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,31-08-2021 06:00,13.51
265,265,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,30-01-2022 07:00,12.04
266,266,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,20-05-2022 06:00,11.9
267,267,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-08-2022 06:00,11.74
268,268,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-11-2022 06:00,11.6
269,269,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-01-2023 00:00,9.24
270,270,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-06-2023 00:00,11.14
271,271,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,20-08-2023 00:00,10.95
272,272,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-11-2023 00:00,10.88
273,273,Balawas1,CGWB,6,Haryana,63,HISAR,HISSAR,HISAR - I,Balawas,-,-,-,-,-,-,28.95833333,75.82222222,,01-01-2024 00:00,10.78
274,274,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,31-08-2021 06:00,40.1
275,275,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,30-01-2022 07:00,37.8
276,276,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,20-05-2022 06:00,36.88
277,277,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,01-08-2022 06:00,39.97
278,278,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,01-01-2023 00:00,38.49
279,279,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,20-08-2023 00:00,41.1
280,280,Balbahera pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.8,76.38,,01-11-2023 00:00,39.69
281,281,Balbehra-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.84722222,76.66138889,,10-01-2021 00:00,38.73
282,282,Balbehra-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.84722222,76.66138889,,20-05-2022 06:00,43.48
283,283,Balbehra-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.84722222,76.66138889,,01-11-2022 06:00,38.29
284,284,Balbehra-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Balbehra,-,-,-,-,-,-,29.84722222,76.66138889,,01-06-2023 00:00,39.85
285,285,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,30-11-2021 06:00,14.2
286,286,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,30-01-2022 07:00,13.5
287,287,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,20-05-2022 06:00,14.12
288,288,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,01-08-2022 06:00,16.31
289,289,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,01-11-2022 06:00,14.61
290,290,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,01-01-2023 00:00,13.3
291,291,Balhera-m,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-m,-,-,-,-,-,-,29.475,77.0875,,20-08-2023 00:00,13.47
292,292,Balhera-s,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Balhera-s,-,-,-,-,-,-,29.475,77.0875,,10-01-2021 00:00,13.4
293,293,Baliana-DW,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Baliana,-,-,-,-,-,-,28.87083333,76.68361111,,20-05-2022 06:00,3.33
294,294,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,10-01-2021 00:00,29.37
295,295,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,31-08-2021 06:00,30.72
296,296,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,30-11-2021 06:00,29.2
297,297,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,30-01-2022 07:00,29.15
298,298,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,20-05-2022 06:00,29.39
299,299,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,01-08-2022 06:00,29.8
300,300,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,01-11-2022 06:00,29.75
301,301,Ballabhgarh,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Ballabhgarh,-,-,-,-,-,-,28.34583333,77.32083333,,01-11-2023 00:00,30
302,302,Balla- Pz,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Bala,-,-,-,-,-,-,29.50277778,76.75055556,,20-05-2022 06:00,20.01
303,303,Balla- Pz,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Bala,-,-,-,-,-,-,29.50277778,76.75055556,,01-11-2023 00:00,22.62
304,304,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,10-01-2021 00:00,14.4
305,305,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,31-08-2021 06:00,17.49
306,306,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,30-11-2021 06:00,13.02
307,307,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,30-01-2022 07:00,13.31
308,308,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,20-05-2022 06:00,13.95
309,309,Balsamand,CGWB,6,Haryana,63,HISAR,HISSAR,HISSAR - II,Balsamand,-,-,-,-,-,-,29.075,75.49166667,,01-08-2022 06:00,13.64
