_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
3458,3458,Samain,CGWB,6,Haryana,61,FATEHABAD,TOHANA,TOHANA,Samain,-,-,-,-,-,-,29.61944444,75.9375,,20-08-2023 00:00,4.86
3459,3459,Samain,CGWB,6,Haryana,61,FATEHABAD,TOHANA,TOHANA,Samain,-,-,-,-,-,-,29.61944444,75.9375,,01-11-2023 00:00,5.34
3460,3460,Samain,CGWB,6,Haryana,61,FATEHABAD,TOHANA,TOHANA,Samain,-,-,-,-,-,-,29.61944444,75.9375,,01-01-2024 00:00,5.08
3461,3461,Samalkha-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,Samalkha,-,-,-,-,-,-,29.23611111,77.01388889,,20-05-2022 06:00,36.48
3462,3462,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,10-01-2021 00:00,4.09
3463,3463,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,31-08-2021 06:00,5.53
3464,3464,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,30-11-2021 06:00,2.49
3465,3465,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,30-01-2022 07:00,2.5
3466,3466,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,20-05-2022 06:00,4.39
3467,3467,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,01-08-2022 06:00,1.86
3468,3468,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,01-01-2023 00:00,2.64
3469,3469,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,01-06-2023 00:00,2.26
3470,3470,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,20-08-2023 00:00,3.84
3471,3471,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,01-11-2023 00:00,3.04
3472,3472,Samani,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Samani,-,-,-,-,-,-,29.40833333,75.68333333,,01-01-2024 00:00,3.25
3473,3473,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,10-01-2021 00:00,2.49
3474,3474,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,31-08-2021 06:00,3.26
3475,3475,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,30-01-2022 07:00,1.77
3476,3476,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,20-05-2022 06:00,2.28
3477,3477,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,01-08-2022 06:00,1.47
3478,3478,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,01-10-2022 00:00,1.69
3479,3479,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,01-11-2022 06:00,0.4
3480,3480,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,20-08-2023 00:00,1.41
3481,3481,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,01-11-2023 00:00,1.89
3482,3482,Samargopalpur,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Samargopalpur,-,-,-,-,-,-,28.97916667,76.51666667,,01-01-2024 00:00,1.79
3483,3483,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,10-01-2021 00:00,28.9
3484,3484,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,31-08-2021 06:00,33.2
3485,3485,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,30-11-2021 06:00,29.19
3486,3486,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,30-01-2022 07:00,29.48
3487,3487,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,20-05-2022 06:00,28.26
3488,3488,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,01-08-2022 06:00,31.1
3489,3489,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,01-11-2022 06:00,30.17
3490,3490,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,01-01-2023 00:00,29.53
3491,3491,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,20-08-2023 00:00,30.5
3492,3492,Sambli-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli,-,-,-,-,-,-,29.75833333,76.8,,01-11-2023 00:00,30.68
3493,3493,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,10-01-2021 00:00,29.01
3494,3494,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,30-01-2022 07:00,28.09
3495,3495,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,20-05-2022 06:00,28.35
3496,3496,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,01-08-2022 06:00,30.1
3497,3497,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,01-11-2022 06:00,30.39
3498,3498,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,01-01-2023 00:00,29.53
3499,3499,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,20-08-2023 00:00,29.86
3500,3500,Sambli-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Sambli-Pz-S,-,-,-,-,-,-,29.75833333,76.8,,01-11-2023 00:00,31.22
3501,3501,Samora1,CGWB,6,Haryana,67,KARNAL,INDRI,INDRI,Samora,-,-,-,-,-,-,29.94305556,77.04166667,,20-05-2022 06:00,9.35
3502,3502,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,10-01-2021 00:00,0.91
3503,3503,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,31-08-2021 06:00,1.88
3504,3504,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,30-01-2022 07:00,2.43
3505,3505,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,20-05-2022 06:00,4.58
3506,3506,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,01-08-2022 06:00,2.73
3507,3507,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,01-10-2022 00:00,3.83
3508,3508,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,20-08-2023 00:00,2.26
3509,3509,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,01-11-2023 00:00,2.26
3510,3510,Sampla,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.78333333,76.7625,,01-01-2024 00:00,2.16
3511,3511,Sampla1,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.775,76.775,,20-05-2022 06:00,1.48
3512,3512,Sampla1,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Sampla,-,-,-,-,-,-,28.775,76.775,,01-11-2022 06:00,0.83
3513,3513,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,31-08-2021 06:00,15.5
3514,3514,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,30-01-2022 07:00,13.25
3515,3515,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,20-05-2022 06:00,17.42
3516,3516,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,01-08-2022 06:00,22.28
3517,3517,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,01-10-2022 00:00,15.52
3518,3518,Sanauli Khurd-Pz,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,BAPOLI,Sanauli Khurd,-,-,-,-,-,-,29.38194444,77.09111111,,01-11-2022 06:00,17
3519,3519,Sanchakhera,CGWB,6,Haryana,65,JIND,NARWANA,NARWANA,Sanchakhera,-,-,-,-,-,-,29.55416667,76.05,,20-05-2022 06:00,5.4
3520,3520,Sandhaia,CGWB,6,Haryana,76,YAMUNANAGAR,-,-,-,-,-,-,-,-,-,29.981108,77.218311,,01-01-2024 00:00,5.47
3521,3521,Sangwan,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Sangwan,-,-,-,-,-,-,28.87222222,75.95833333,,31-08-2021 06:00,4.02
3522,3522,Sangwan,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Sangwan,-,-,-,-,-,-,28.87222222,75.95833333,,30-11-2021 06:00,4.2
3523,3523,Sangwan,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Sangwan,-,-,-,-,-,-,28.87222222,75.95833333,,30-01-2022 07:00,4.65
3524,3524,Sangwan,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Sangwan,-,-,-,-,-,-,28.87222222,75.95833333,,20-05-2022 06:00,4.4
3525,3525,Sanjarwas-PZ,CGWB,6,Haryana,59,BHIWANI,-,-,-,-,-,-,-,-,-,28.727778,76.318889,,01-01-2023 00:00,1.72
3526,3526,Sankol,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.7019,76.8947,,20-08-2023 00:00,3.86
3527,3527,Sankol,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.7019,76.8947,,01-11-2023 00:00,3.96
3528,3528,Sankol,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.7019,76.8947,,01-01-2024 00:00,3.21
3529,3529,Sanped-DW,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Sanped,-,-,-,-,-,-,28.28611111,77.34166667,,20-05-2022 06:00,12.85
3530,3530,Santokhpur D,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Santokhpur D,-,-,-,-,-,-,30.02916667,76.725,,10-01-2021 00:00,38.92
3531,3531,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,10-01-2021 00:00,4.95
3532,3532,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,20-05-2022 06:00,4.57
3533,3533,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-08-2022 06:00,4.08
3534,3534,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-11-2022 06:00,4.6
3535,3535,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-01-2023 00:00,5.35
3536,3536,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-06-2023 00:00,4.75
3537,3537,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,20-08-2023 00:00,3.64
3538,3538,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-11-2023 00:00,4.69
3539,3539,Sanwar,CGWB,6,Haryana,701,Charkhi Dadri,DADRI,DADRI-I,Sanwar,-,-,-,-,-,-,28.70833333,76.31111111,,01-01-2024 00:00,5.78
3540,3540,Sarai-DW,CGWB,6,Haryana,619,Palwal,HODAL,HODAL,Sarai,-,-,-,-,-,-,27.98611111,77.33611111,,20-05-2022 06:00,14.2
3541,3541,Sarai Sukhi-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Sarai Sukhi,-,-,-,-,-,-,30.05694444,76.85777778,,20-05-2022 06:00,45
3542,3542,Sarauli-DW,CGWB,6,Haryana,604,Nuh,PUNHANA,PUNHANA,Rajpur,-,-,-,-,-,-,27.93611111,77.16944444,,20-05-2022 06:00,2.21
3543,3543,Sarsa-PZ,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Sarsa,-,-,-,-,-,-,29.93138889,76.66527778,,20-05-2022 06:00,36.2
3544,3544,"Sec-3,ballabgarh",CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,FARIDABAD,"Sec-3,ballabgarh",-,-,-,-,-,-,28.34722222,77.335,,01-01-2024 00:00,30.05
3545,3545,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,10-01-2021 00:00,18.05
3546,3546,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,31-08-2021 06:00,20.81
3547,3547,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,20-05-2022 06:00,18.23
3548,3548,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,01-01-2023 00:00,17.4
3549,3549,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,20-08-2023 00:00,18.77
3550,3550,Sekhpura 1(m),CGWB,6,Haryana,67,KARNAL,KARNAL,KARNAL,Sekhpura 1(m),-,-,-,-,-,-,29.71666667,77.01666667,,01-11-2023 00:00,17.8
3551,3551,Serdha-DW,CGWB,6,Haryana,66,KAITHAL,KAITHAL,RAJOUND,Serdha,-,-,-,-,-,-,29.62916667,76.49861111,,20-05-2022 06:00,19.88
3552,3552,Sewah,CGWB,6,Haryana,71,PANIPAT,PANIPAT,PANIPAT,Sewah,-,-,-,-,-,-,29.34166667,76.97916667,,20-05-2022 06:00,51.13
3553,3553,Shadipur,CGWB,6,Haryana,76,YAMUNANAGAR,JAGADHRI,JAGADHRI,Shadipur,-,-,-,-,-,-,30.1,77.27916667,,10-01-2021 00:00,6.32
